-2.897752965964037308e+00,-6.872900000000015552e+00,-6.872900000000015552e+00
-7.208370616957299859e+00,-7.602900000000019531e+00,-7.300000000000039790e-01
7.244802544093398744e+00,-6.872900000000015552e+00,7.300000000000039790e-01
8.724975640428569434e+00,-5.992900000000020100e+00,8.799999999999954525e-01
-2.020721192540943179e+01,-8.032900000000012142e+00,-2.039999999999992042e+00
1.380795943829242312e+01,-6.462900000000018963e+00,1.569999999999993179e+00
-1.114617060855692188e+01,-7.722900000000009868e+00,-1.259999999999990905e+00
-2.741357824007036648e+00,-8.032900000000012142e+00,-3.100000000000022737e-01
1.787584213461351368e+01,-6.022900000000007026e+00,2.010000000000005116e+00
-1.809866711227407166e+01,-8.062900000000013279e+00,-2.040000000000006253e+00
1.153625200154372266e+01,-6.772900000000007026e+00,1.290000000000006253e+00
-8.443924689615695200e+00,-7.712900000000018963e+00,-9.400000000000119371e-01
-3.575455264228995400e+00,-8.112900000000010436e+00,-3.999999999999914735e-01
1.551364306940528515e+01,-6.362900000000010436e+00,1.750000000000000000e+00
-1.044804080185100581e+01,-7.542900000000017258e+00,-1.180000000000006821e+00
4.819489604635235196e+02,4.429709999999998615e+01,5.184000000000000341e+01
-4.562844140661348433e+02,-7.142900000000011573e+00,-5.143999999999999773e+01
1.194712014573686609e+01,-5.802900000000008163e+00,1.340000000000003411e+00
3.931284981085050276e+02,3.631709999999998928e+01,4.211999999999999744e+01
-3.444441082379175896e+02,-1.982900000000014984e+00,-3.830000000000000426e+01
1.600347941555610376e+01,-2.129000000000189630e-01,1.769999999999996021e+00
6.661840651510341438e+00,5.170999999999850161e-01,7.300000000000039790e-01
4.373611500268077066e+02,4.602709999999999013e+01,4.551000000000000512e+01
-3.825391719251283007e+02,5.687099999999986721e+00,-4.034000000000000341e+01
2.246246876624908850e+02,2.906709999999998928e+01,2.338000000000000256e+01
-1.853559133302017301e+02,9.687099999999986721e+00,-1.938000000000000256e+01
1.099765292791206228e+01,1.083709999999999241e+01,1.150000000000005684e+00
3.508265397176017473e+02,4.597709999999998587e+01,3.513999999999999346e+01
-2.813240137941918420e+02,1.452709999999999013e+01,-3.144999999999999574e+01
2.838143022379149016e+01,1.741709999999999070e+01,2.890000000000000568e+00
3.113604928974840647e+01,2.088709999999998956e+01,3.469999999999998863e+00
1.541866249617513240e+01,2.261709999999998644e+01,1.729999999999996874e+00
2.398115494568323314e+01,2.526709999999998502e+01,2.649999999999998579e+00
1.051493195724423657e+01,2.639709999999998757e+01,1.130000000000002558e+00
3.572487552572232516e+01,3.025709999999998701e+01,3.859999999999999432e+00
2.209556083855626341e+01,3.259709999999998331e+01,2.339999999999996305e+00
2.874845448811228366e+01,3.560709999999998843e+01,3.010000000000005116e+00
2.439199051130461626e+01,3.813709999999998956e+01,2.530000000000001137e+00
1.870678154377923263e+01,4.005709999999998416e+01,1.919999999999994600e+00
7.869349005849092471e+00,4.085709999999998843e+01,8.000000000000042633e-01
3.505976997002768162e-03,7.200000000000983391e-03,7.200000000000983391e-03
-4.284114621055967298e+00,-4.328000000000002956e-01,-4.400000000000012790e-01
4.497011532831751701e+00,2.720000000000055707e-02,4.600000000000008527e-01
-4.489613187416673590e+00,-4.328000000000002956e-01,-4.600000000000008527e-01
9.996291582656846586e-02,-4.227999999999987324e-01,1.000000000000156319e-02
0.000000000000000000e+00,-4.227999999999987324e-01,0.000000000000000000e+00
-4.809761020136759102e-01,-4.727999999999994429e-01,-5.000000000000071054e-02
2.968761108016059413e+00,-1.627999999999971692e-01,3.100000000000022737e-01
5.506528801405195850e+00,4.172000000000011255e-01,5.799999999999982947e-01
-1.035917811305712277e+01,-7.227999999999994429e-01,-1.140000000000000568e+00
2.366935283627908948e+00,-4.727999999999994429e-01,2.500000000000000000e-01
-7.659292097645423958e+00,-1.282799999999998164e+00,-8.099999999999987210e-01
8.139097346011340051e+00,-4.227999999999987324e-01,8.599999999999994316e-01
-1.702153171860095959e+00,-6.027999999999984482e-01,-1.799999999999997158e-01
-1.614472274425466258e+00,-7.728000000000001535e-01,-1.700000000000017053e-01
1.025409344440421933e+01,3.072000000000016939e-01,1.080000000000001847e+00
-6.742490637806515252e+00,-4.027999999999991587e-01,-7.100000000000008527e-01
-2.369609726333868238e+00,-6.527999999999991587e-01,-2.500000000000000000e-01
-7.267816334062447758e+00,-1.422799999999998732e+00,-7.699999999999995737e-01
-1.640461562186408528e+01,-3.172799999999998732e+00,-1.750000000000000000e+00
-3.500841748261295550e+01,-6.962799999999997880e+00,-3.789999999999999147e+00
-4.915372947261613490e+01,-1.240279999999999561e+01,-5.439999999999997726e+00
-7.100097994037657401e+00,-1.312280000000000157e+01,-7.200000000000059686e-01
-7.195293255063019089e+00,-1.385279999999999845e+01,-7.299999999999968736e-01
-1.093545622787064708e+01,-1.497279999999999589e+01,-1.119999999999997442e+00
-2.920784102490791057e+01,-1.799279999999999902e+01,-3.020000000000003126e+00
-2.209021816018996631e+01,-2.031279999999999930e+01,-2.320000000000000284e+00
-3.097546557722955995e+01,-2.360279999999999845e+01,-3.289999999999999147e+00
-2.172797721526243819e+01,-2.595279999999999987e+01,-2.350000000000001421e+00
-3.547462126845390173e+01,-2.984280000000000044e+01,-3.890000000000000568e+00
-4.009104879942003663e+01,-3.431279999999999575e+01,-4.469999999999995310e+00
-2.595362080247322822e+01,-3.692279999999999518e+01,-2.609999999999999432e+00
-9.873039187993144949e+00,-3.792279999999999518e+01,-1.000000000000000000e+00
-3.645121805435820050e+01,-4.168280000000000030e+01,-3.760000000000005116e+00
-1.642546138255596233e+01,-4.339279999999999404e+01,-1.709999999999993747e+00
-5.527084093506382523e+00,-4.397279999999999234e+01,-5.799999999999982947e-01
-1.798428322865872175e+01,-4.587279999999999802e+01,-1.900000000000005684e+00
-1.149553855736882113e+01,-4.708279999999999177e+01,-1.209999999999993747e+00
-1.381175709381212791e+01,-4.856279999999999575e+01,-1.480000000000003979e+00
-2.390893675500710813e+01,-5.114279999999999404e+01,-2.579999999999998295e+00
-1.759399615397187588e+00,-4.134500000000016939e+00,-4.134500000000016939e+00
3.552186181871594073e+01,-4.445000000000192131e-01,3.689999999999997726e+00
4.852795478955117403e+01,4.575499999999991019e+00,5.020000000000010232e+00
3.347731872789564278e+01,8.055499999999980787e+00,3.479999999999989768e+00
-3.128939285148060190e+00,7.735499999999987608e+00,-3.199999999999931788e-01
2.327144821345650527e+01,1.006549999999998590e+01,2.329999999999998295e+00
-1.366998854631299221e+00,9.925499999999985334e+00,-1.400000000000005684e-01
1.328045292363529768e+02,2.332549999999998391e+01,1.339999999999999858e+01
-8.163442892771591630e+01,1.504549999999998988e+01,-8.279999999999994031e+00
-5.040399255401921685e+00,1.453549999999998477e+01,-5.100000000000051159e-01
1.675700063965382469e+01,1.641549999999998022e+01,1.879999999999995453e+00
2.139515301934317293e+01,1.879549999999998988e+01,2.380000000000009663e+00
3.140529334750057799e+01,2.225549999999998363e+01,3.459999999999993747e+00
2.416227205123770361e+01,2.488549999999998619e+01,2.630000000000002558e+00
1.988936211324501357e+01,2.702549999999998676e+01,2.140000000000000568e+00
